root,collection,style,name,rel,thumb,hash
AddonResources,Motion Bugs,,Spin In Right,Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Spin In Right.nbtitle,thumbs/Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Spin In Right.png,f1aa982ea7384cb8baf170467b1b0c45
AddonResources,Motion Bugs,,Station,Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Station.nbtitle,thumbs/Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Station.png,2def1dbc147ffe99b7fb32ebc9d8bb94
AddonResources,Motion Bugs,,Turn to View Left,Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Turn to View Left.nbtitle,thumbs/Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Turn to View Left.png,74e6ef7166a7b6be28dd83ae76446750
AddonResources,Motion Bugs,,Turn to View Right,Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Turn to View Right.nbtitle,thumbs/Titler3/AddonResources/Bugs/Library/Project Templates/Motion Bugs/Turn to View Right.png,b2953f3a1ec1cbb785cfb2e2c4ec04e1
AddonResources,Camera Frames,,Basic Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Basic Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Basic Camera Frame.png,d185a53f7eb2440114db35507c7c807b
AddonResources,Camera Frames,,Cobalt Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Cobalt Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Cobalt Camera Frame.png,937f5771f653447517b2d8e104a6ea6f
AddonResources,Camera Frames,,Comic Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Comic Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Comic Camera Frame.png,860722526355bc5ea6aed572198a68b9
AddonResources,Camera Frames,,Crafter Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Crafter Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Crafter Camera Frame.png,e7625d758dff48c5b05b277521524984
AddonResources,Camera Frames,,Crimson Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Crimson Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Crimson Camera Frame.png,831db0a561f3f7a356a42ea737fe06a7
AddonResources,Camera Frames,,Dark Ops Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Dark Ops Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Dark Ops Camera Frame.png,a287b5e68148c74af4c2f0367198cee6
AddonResources,Camera Frames,,Dynamo Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Dynamo Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Dynamo Camera Frame.png,12761f9045437c92154970b9ed941e94
AddonResources,Camera Frames,,EMP Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/EMP Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/EMP Camera Frame.png,4ca1e90a96330774e75282a2d43ed33f
AddonResources,Camera Frames,,Fighter Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Fighter Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Fighter Camera Frame.png,03657628212417977f887644dc67553c
AddonResources,Camera Frames,,Flourescent Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Flourescent Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Flourescent Camera Frame.png,dab014af2ab4a85224106f903d06c974
AddonResources,Camera Frames,,Fluorescent Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Fluorescent Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Fluorescent Camera Frame.png,176b739e361a22b2c4f7e5d46328a789
AddonResources,Camera Frames,,Gamewisp Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Gamewisp Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Gamewisp Camera Frame.png,ca2162379d5e5967aa78732168988a5d
AddonResources,Camera Frames,,Goldenrod Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Goldenrod Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Goldenrod Camera Frame.png,c6ca2967dcd8184065888069723dd34d
AddonResources,Camera Frames,,Hero Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Hero Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Hero Camera Frame.png,3ba91a465711cf1929358551ce88b94a
AddonResources,Camera Frames,,Hive Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Hive Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Hive Camera Frame.png,a2eb828e2369f1ebe1e01341e814d9ce
AddonResources,Camera Frames,,Invader Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Invader Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Invader Camera Frame.png,37766d17b15b7e731d1889cb3509043a
AddonResources,Camera Frames,,Jet Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Jet Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Jet Camera Frame.png,69c99d13aa754adba6b29645e8cab453
AddonResources,Camera Frames,,Jump Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Jump Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Jump Camera Frame.png,64db6faf64de3805e980d4a791e245c8
AddonResources,Camera Frames,,Legends Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Legends Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Legends Camera Frame.png,72ec15d7f662f320e1d6eeea5cac3128
AddonResources,Camera Frames,,Longsha Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Longsha Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Longsha Camera Frame.png,aea70a7f68d5f5f3707efd5bf4a8699b
AddonResources,Camera Frames,,Meka Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Meka Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Meka Camera Frame.png,452449d720f19b79a73185eddf9895eb
AddonResources,Camera Frames,,Neon Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Neon Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Neon Camera Frame.png,d79fdc904a7334cb1564999ccf85fe6e
AddonResources,Camera Frames,,Ominous Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Ominous Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Ominous Camera Frame.png,08b72e85ad331ab0e1b203ca422816b7
AddonResources,Camera Frames,,Onimous Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Onimous Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Onimous Camera Frame.png,8a87a6b99fd4bcd89e9b1f9c5c0cd171
AddonResources,Camera Frames,,Pylon Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Pylon Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Pylon Camera Frame.png,6a48b8c922fd00a7fca95e2e214482f3
AddonResources,Camera Frames,,Relay Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Relay Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Relay Camera Frame.png,a327a3310f3bb3b1ac6c7a866c584300
AddonResources,Camera Frames,,Retro Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Retro Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Retro Camera Frame.png,d2012fb679247bcf1008ad7e73391f60
AddonResources,Camera Frames,,Rhythm Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Rhythm Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Rhythm Camera Frame.png,e2c5324f2b18aaf281ca92b62f720847
AddonResources,Camera Frames,,Ribbon Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Ribbon Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Ribbon Camera Frame.png,c4845a01fef5d41fe645fdf303ead7f7
AddonResources,Camera Frames,,Sci-Fi Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Sci-Fi Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Sci-Fi Camera Frame.png,07ae87acf68c53e0106334aeb9a4b2ec
AddonResources,Camera Frames,,Shrine Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Shrine Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Shrine Camera Frame.png,da35931a6eadd1b866dc894bf3d1f392
AddonResources,Camera Frames,,Splat Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Splat Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Splat Camera Frame.png,bae2d032ac609c3cfb95904d77982c4c
AddonResources,Camera Frames,,Spooky Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Spooky Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Spooky Camera Frame.png,250aca95dcef0a6877b774caf168be47
AddonResources,Camera Frames,,Summon Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Summon Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Summon Camera Frame.png,01533a3bbb72130c643e1f9fc635e37a
AddonResources,Camera Frames,,Tribal Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Tribal Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Tribal Camera Frame.png,59540f984cf161251cdcb9ee594ed847
AddonResources,Camera Frames,,Tribal Camera Frames,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Tribal Camera Frames.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Tribal Camera Frames.png,dec6d4c2b670416a3dd3e147a8b59cf1
AddonResources,Camera Frames,,Visor Camera Frame,Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Visor Camera Frame.nbtitle,thumbs/Titler3/AddonResources/CameraFrames/Library/Project Templates/Camera Frames/Visor Camera Frame.png,bfda69ad57fa41fe17ef529e81eaf05f
AddonResources,Capsule,,Capsule Bar Graph,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bar Graph.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bar Graph.png,c542bb780ea9cb69bad4ac52ceebd740
AddonResources,Capsule,,Capsule Bug 1,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bug 1.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bug 1.png,5fe4d7224d2f9d7481dc3383e9fcaeb0
AddonResources,Capsule,,Capsule Bug 2,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bug 2.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bug 2.png,8770a8a90819fa8662491b98c95c474b
AddonResources,Capsule,,Capsule Bug 3,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bug 3.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Bug 3.png,2d91a103f7198cea28938a263dc3a441
AddonResources,Capsule,,Capsule Comparison 1,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Comparison 1.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Comparison 1.png,7a59dadf85566ec6b673ad945b0b6e16
AddonResources,Capsule,,Capsule Comparison 2,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Comparison 2.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Comparison 2.png,c73fd7bbb925e89c71f7940a0d174905
AddonResources,Capsule,,Capsule Comparison 3,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Comparison 3.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Comparison 3.png,3b7700459205652d36578168eecd64c7
AddonResources,Capsule,,Capsule Double Bar Graph,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Double Bar Graph.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Double Bar Graph.png,a7e1374e6c203c375990caf5bbd1e765
AddonResources,Capsule,,Capsule Heat Map,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Heat Map.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Heat Map.png,afbf58b67f7417f34e57de8217187542
AddonResources,Capsule,,Capsule Large Pictire in Picture,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Large Pictire in Picture.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Large Pictire in Picture.png,566afeaf83e386cfa4d1b6a641ce66f3
AddonResources,Capsule,,Capsule List 1,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule List 1.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule List 1.png,6b9cba692249d689e1e6f3ff5e59fef1
AddonResources,Capsule,,Capsule List 2,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule List 2.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule List 2.png,480a5fcc5e38efe765b16faeee66e4e2
AddonResources,Capsule,,Capsule List 3,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule List 3.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule List 3.png,63a9f765109554b1b59d69ce7734a69d
AddonResources,Capsule,,Capsule Lower Third 1,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Lower Third 1.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Lower Third 1.png,07bc9960917807cd988a452a6f5ae177
AddonResources,Capsule,,Capsule Lower Third 2,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Lower Third 2.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Lower Third 2.png,0a775dcd8da8f11767823c95ddb1c7f8
AddonResources,Capsule,,Capsule Lower Third 3,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Lower Third 3.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Lower Third 3.png,b5e728abb718a7f6c0534e7189c3ee4e
AddonResources,Capsule,,Capsule Main Title 1,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Main Title 1.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Main Title 1.png,240b2cb6ed76fbb5c5f761c8768d2397
AddonResources,Capsule,,Capsule Main Title 2,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Main Title 2.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Main Title 2.png,5e91cd568c180fc7ad029c49601124e0
AddonResources,Capsule,,Capsule Main Title 3,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Main Title 3.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Main Title 3.png,439032145f7281b4d75bb2b68f37935f
AddonResources,Capsule,,Capsule Multi Host 1,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Multi Host 1.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Multi Host 1.png,d0f3ca8e6c8dcb938ea091a6870069bc
AddonResources,Capsule,,Capsule Multi Host 2,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Multi Host 2.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Multi Host 2.png,3572b00ab215ac750b81fead4fe11b43
AddonResources,Capsule,,Capsule Multi Host 3,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Multi Host 3.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Multi Host 3.png,2ec70e1fd36d1795ed6695fb86811d4d
AddonResources,Capsule,,Capsule Poll,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Poll.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Poll.png,3ec19f4ccbc030f9baa6a1018111624a
AddonResources,Capsule,,Capsule Slideshow,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Slideshow.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Slideshow.png,bc624f1dc1acf3470eaa4e90a88e2383
AddonResources,Capsule,,Capsule Small Picture in Picture,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Small Picture in Picture.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Small Picture in Picture.png,bd9876faaa2dc556e0f195b93aaf9a00
AddonResources,Capsule,,Capsule Transition 1,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Transition 1.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Transition 1.png,1122dd9bc875cce766d8e3d09f19aff5
AddonResources,Capsule,,Capsule Transition 2,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Transition 2.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Transition 2.png,345166965a3c484e40fdee52cabdb2c4
AddonResources,Capsule,,Capsule Transition 3,Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Transition 3.nbtitle,thumbs/Titler3/AddonResources/Capsule/Library/Project Templates/Capsule/Capsule Transition 3.png,93826f3e35f3502ba09a8df015f0a4cc
AddonResources,Ceramic,,Ceramic Bar Graph,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Bar Graph.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Bar Graph.png,bdbea822c1a5f25ad614f7af965ab7f7
AddonResources,Ceramic,,Ceramic Contact Info,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Contact Info.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Contact Info.png,4e94dceb87c2ff8a339c461b69572175
AddonResources,Ceramic,,Ceramic Double Bar Graph,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Double Bar Graph.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Double Bar Graph.png,4aae70c4e9f82098b60ecadf3f5f4b9a
AddonResources,Ceramic,,Ceramic Dynamic Background,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Dynamic Background.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Dynamic Background.png,6b95aae199474d71713b2ddf0153d0b0
AddonResources,Ceramic,,Ceramic List,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic List.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic List.png,a13e7703b8b9825cc3219558d61348a0
AddonResources,Ceramic,,Ceramic Long Bug,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Long Bug.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Long Bug.png,3154677cd9fe45e3d36f94cb353b6d72
AddonResources,Ceramic,,Ceramic Lower Third,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Lower Third.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Lower Third.png,889377c6416bff60e2e08d609ba172d8
AddonResources,Ceramic,,Ceramic Message Lower Third,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Message Lower Third.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Message Lower Third.png,ed497ddfe631301e982e634ac639faf4
AddonResources,Ceramic,,Ceramic Picture in Picture,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Picture in Picture.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Picture in Picture.png,3a2ddfd5d11f853a24760e2e5bdb779e
AddonResources,Ceramic,,Ceramic Slideshow,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Slideshow.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Slideshow.png,b2c511f34601b29a95990719f457cf63
AddonResources,Ceramic,,Ceramic Social Media,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Social Media.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Social Media.png,94a2a2522a82595242874eca0591eafc
AddonResources,Ceramic,,Ceramic Table,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Table.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Table.png,ff245f6f470dcc26ddbee6c8b94802aa
AddonResources,Ceramic,,Ceramic Text Transition,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Text Transition.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Text Transition.png,66d85a02b5f689c2e05f42ea8ed7189e
AddonResources,Ceramic,,Ceramic Transition,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Transition.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Transition.png,117f17202e31c5cc1ab3654bee8aebbd
AddonResources,Ceramic,,Ceramic Transparent Bug,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Transparent Bug.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Transparent Bug.png,6ddad7dc3099cc995313285315b59144
AddonResources,Ceramic,,Ceramic Webcamera Four,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera Four.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera Four.png,f22dc14eec7bebc89d2f27cb82bea568
AddonResources,Ceramic,,Ceramic Webcamera One,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera One.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera One.png,b985e587b4ead2cd6a429af04676d2e2
AddonResources,Ceramic,,Ceramic Webcamera Three,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera Three.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera Three.png,e926eb751f7daca5273bf9ceb0ae0ea7
AddonResources,Ceramic,,Ceramic Webcamera Two,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera Two.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Ceramic Webcamera Two.png,941a370dda5bf9614b4216576bc4de91
AddonResources,Ceramic,,Cermaic Main Title,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Cermaic Main Title.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/Cermaic Main Title.png,33eb3c299bf88c58de1a1f0d0dc97de1
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Bullet List,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Bullet List.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Bullet List.png,a72b59d6dbd699245685df8200aea1a0
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Chat Message,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Chat Message.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Chat Message.png,5358ade198995e57fcaf41dfafc46b73
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Four Webcam,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Four Webcam.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Four Webcam.png,722b72c0c984a7f097321aece6071698
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Image,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Image.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Image.png,1595429dd965b05e6cfbb9fcbf71a832
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Logo 1,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Logo 1.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Logo 1.png,16d129205e37f5b35ce1f86cf0e83f8c
