root,collection,style,name,rel,thumb,hash
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Logo 2,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Logo 2.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Logo 2.png,47263e9cddd9b68225a2bfe6293b27d3
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Lower Third 1,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Lower Third 1.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Lower Third 1.png,9e97adf269972ede83ab2e5d6fcf24ea
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Lower Third 2,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Lower Third 2.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Lower Third 2.png,829b5c28a21b6950a03ccb214b6928d1
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Main,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Main.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Main.png,1ef9c7ed852af2d6e9a4c539b1646113
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Multiple Choice,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Multiple Choice.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Multiple Choice.png,ea6b5f2e132c0d2ac956a0f8120a9c10
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic People Finder,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic People Finder.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic People Finder.png,6280b537472325879a083ed884bafd00
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic PiP 1,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic PiP 1.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic PiP 1.png,c25964a727fff87020b577e24355e262
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic PiP 2,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic PiP 2.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic PiP 2.png,77a2f887e6d04e00cdb8bcd81eb6280f
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Social Media,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Social Media.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Social Media.png,de67aad4b835be5aa3526558e354339e
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Text Transition,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Text Transition.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Text Transition.png,711e8050894105e7870a7147ec629589
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Three Webcam,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Three Webcam.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Three Webcam.png,3b94b19e5f90d1059030fc5bcd7a8e66
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Transition,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Transition.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Transition.png,7bcb75f686f925a6830d4c0089b83c29
AddonResources,Ceramic,PORCELAIN Ceramic,PORCELAIN Ceramic Two Webcam,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Two Webcam.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/PORCELAIN Ceramic/PORCELAIN Ceramic Two Webcam.png,32f7fa41c26868c3d4ba747a34e4ac55
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Bullet List,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Bullet List.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Bullet List.png,dcd20e635a6ff626ec5aea6a2b9d051d
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Chat Message,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Chat Message.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Chat Message.png,cbf3af72eb200691fde3297df2283f89
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Four Webcam,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Four Webcam.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Four Webcam.png,b659b8cb698db6d02b749e766d5df198
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Image,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Image.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Image.png,c88cb0cef7e886eff61c172c0cb50a0a
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Logo 1,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Logo 1.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Logo 1.png,0f80bb2967318f9e310b0950097adaad
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Logo 2,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Logo 2.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Logo 2.png,cafaa49d251d7defae015f68b5df66f5
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Lower Third 1,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Lower Third 1.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Lower Third 1.png,7bd1ee187ca1d121e4eb72023654a03c
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Lower Third 2,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Lower Third 2.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Lower Third 2.png,49eb4979ebb5bbabcfa2c99cb86685c2
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Main,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Main.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Main.png,d1b0f3a010f5b237192e998761c709bc
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Multiple Choice,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Multiple Choice.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Multiple Choice.png,0b62a972a41833d3944d81885af6157e
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic People Finder,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic People Finder.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic People Finder.png,32b00bfb1e1fe0dd30ca7d673f55f905
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic PiP 1,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic PiP 1.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic PiP 1.png,ee93a1d2c903957dbe7443afe86001d9
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic PiP 2,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic PiP 2.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic PiP 2.png,dd8b22e92c7388776cd526b109fc8821
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Social Media,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Social Media.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Social Media.png,73e1d587b66a4969e48a50ac1107bcd4
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Text Transition,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Text Transition.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Text Transition.png,07392ff97459ad020dede02e2b198501
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Three Webcam,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Three Webcam.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Three Webcam.png,6c2045a84d8c99ccc07bddcaeb00721c
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Transition,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Transition.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Transition.png,1612c319d9f2b3d8e9c171149c9114a3
AddonResources,Ceramic,TERRA Ceramic,TERRA Ceramic Two Webcam,Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Two Webcam.nbtitle,thumbs/Titler3/AddonResources/Ceramic/Library/Project Templates/Ceramic/TERRA Ceramic/TERRA Ceramic Two Webcam.png,2f62e71fd101da0c0fbb72ca05668622
AddonResources,ChromaBeat,,ChromaBeat Four PiP,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Four PiP.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Four PiP.png,7ebfb5dc80e923770f29a7358e049a2a
AddonResources,ChromaBeat,,ChromaBeat Lower Third,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Lower Third.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Lower Third.png,b250bcbb84c4a1c3768e35008c982d53
AddonResources,ChromaBeat,,ChromaBeat Main,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Main.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Main.png,1cb6973cb099334ed889e4defe0e04da
AddonResources,ChromaBeat,,ChromaBeat Poll 1,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Poll 1.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Poll 1.png,a3e4e45a445e190f8baa8a262b00086b
AddonResources,ChromaBeat,,ChromaBeat Poll 2,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Poll 2.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Poll 2.png,9bd34c1f2dc2aae526b07d9347e73f62
AddonResources,ChromaBeat,,ChromaBeat Social,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Social.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Social.png,7c7742429a8e02f534c3a185867554e2
AddonResources,ChromaBeat,,ChromaBeat Transition,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Transition.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Transition.png,83a99faa74683e1ecf031775250155ec
AddonResources,ChromaBeat,,ChromaBeat Two PiP - Large and Small,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP - Large and Small.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP - Large and Small.png,fadac0b72ec4d8ffd0201b63cf0c5e2b
AddonResources,ChromaBeat,,ChromaBeat Two PiP with Lower Third,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP with Lower Third.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP with Lower Third.png,55f3e4a00aca23769b675c92aa9e5e0c
AddonResources,ChromaBeat,,ChromaBeat Two PiP with Poll,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP with Poll.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP with Poll.png,a29fdfb938738f59b18c3152a6057703
AddonResources,ChromaBeat,,ChromaBeat Two PiP,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/ChromaBeat Two PiP.png,5eed4ecb44b193232c6d4cf204e43c1a
AddonResources,ChromaBeat,,CromaBeat Background,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/CromaBeat Background.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/CromaBeat Background.png,b4bdb39d1bc690dfb7b5d648827a5684
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Large Bottom Left,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Bottom Left.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Bottom Left.png,fdc6da609e218b8392dec59cf6d91edf
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Large Bottom Right,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Bottom Right.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Bottom Right.png,a2890032acfdc3ebfdc8de37706b66fc
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Large Top Left,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Top Left.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Top Left.png,017a84051541f33a1767dd4c3342caf5
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Large Top Right,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Top Right.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Large Top Right.png,83bbd22d97a99e1ea3f7f2b08271aa80
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Small Bottom Left,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Bottom Left.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Bottom Left.png,a3f3a67ed156dc362c73cb3906a5bf4b
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Small Bottom Right,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Bottom Right.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Bottom Right.png,d98bb4776269c8cb5e5c6da967839468
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Small Top Left,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Top Left.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Top Left.png,8af69aa8775788cd6a711034f5767ac9
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Four PiP Small Top Right,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Top Right.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Four PiP Small Top Right.png,37ac62bc2ab7fc42434ed2961b6a4b0c
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Two PiP Large Left A,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Large Left A.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Large Left A.png,99b56fdb07f0e9249f5290e4d0973ebd
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Two PiP Large Left B,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Large Left B.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Large Left B.png,02c76bd2c272c73e8838b804f4018f1b
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Two PiP Left,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Left.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Left.png,a2aab6b88294ee5e859e77b8ece28fc5
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Two PiP Long Left,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Long Left.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Long Left.png,2d15a387117b3e67b2190d9dd7c9d21d
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Two PiP Long Right,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Long Right.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Long Right.png,d9badd307014a353bd6e8b0f01a92f9e
AddonResources,ChromaBeat,Shot Elements,ChromaBeat Two PiP Right,Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Right.nbtitle,thumbs/Titler3/AddonResources/ChromaBeat/Library/Project Templates/ChromaBeat/Shot Elements/ChromaBeat Two PiP Right.png,01beb2687944090277f6dde9200a273d
